string,matches_regex
cdbaacdcbcadaba,0
cbcaaacdccaaddd,0
aabadacdccdcccd,1
daddbbabbadacbc,1
badacadcabbbabd,1
badacbaadddadcd,1
cdabacadbadacba,1
dbadacddbcbbbac,1
dbdbdbbbabddbdd,0
bbbadaccbbdbcac,1
aaccbcaadddaaac,0
cddaaaabaabadac,1
ccadcdcdbbbadac,1
bbcccdcadbadaca,1
dacdcbbcabadacb,1
dbbadacacbdabad,1
acacdbaccbdbbac,0
baccbadacbcbdad,1
baadaddbdabdccc,0
badacbadcbbadbc,1
cbbadbaabbabaad,0
aabcdaaacbcbadb,0
cadabaddacbbadb,0
baddaacbbcbadac,1
ccddbbadacbcdcd,1
cccbadddbadacbd,1
dddbbadcbcccadb,0
cbcbcacadcbdbca,0
adcabbbcdcbdabb,0
dbadaaaabdaccac,0
badacaaadabdaba,1
cbadabbdbccdccd,0
bbabadaccbdacad,1
bbcdbddddacbbbc,0
badacbddcccbbcc,1
dabadaccdcdcbad,1
dbbaccddacaddbb,0
ddcbadacdcbbcca,1
cadbcaadcaaabcb,0
bdabadacbcaddcb,1
ccdadbcbbbaaaca,0
abdbadcacacadbc,0
bcbdbbccdddaabd,0
dbcdcbcbadaccdc,1
cbccbdcabbaadcb,0
cbadacabbbbbddd,1
ccabcaaadadabca,0
bcccbbabdccbdab,0
cbabacadcadbdcd,0
acabadabadacabd,1
cdcbabcbbdbdcdb,0
dabacabdadbbbda,0
badacbabadabcdc,1
bcbadacacdacbac,1
aadcacbdaaaaabd,0
dcdcbddccdbdbcd,0
adcdcbdbbcdccdb,0
dbbbbbcbcbabdbd,0
cdacdbadacbdabc,1
cadcbdaddabadac,1
badacabdcacabcc,1
ccabbcccbcabddb,0
abddcadccadddba,0
badacdccdcdadbc,1
badacdaccdaadcc,1
aadbcbaddcaacdc,0
cdddbcbdbbcbbcd,0
cbcbadacdccbdad,1
cbbabadacadddca,1
bbacbbadcbdddcd,0
dbcbccddbacaadd,0
bdaabbdaabadacb,1
abcacbadddbcdab,0
cccdadddddbcccc,0
abcdbbcddbdabbc,0
baddbdaabcbbaad,0
aaddbdbbcdaaccc,0
dadadcadaacadcb,0
bdcdcdbaccabdba,0
cacaccccddcbaba,0
aaaadabcbdaadda,0
cdcbbadacabcaad,1
adbbbcddbdbbbaa,0
caacdabcdbdabdd,0
bacadbbadacbaaa,1
bcdabcbbadacccc,1
cccdacaabbdbdac,0
dbdcccbdbaabbcd,0
cacaaabcbdbdbcd,0
abadacdbbdbcdac,1
cabddacbbcdacdc,0
cbccbdbadacbdaa,1
cdccddccbadaccc,1
badacdbdcacbcbb,1
badcbaabacdacca,0
badacdacdcdbcba,1
cabadacbcabddad,1
acbadaccabcadda,1
dbbadacadcdccba,1
bdbabbbcddbdcca,0
ccbbbadabdadbba,0
bbcddcbbbbaddcd,0
aaabbdbadbbadaa,0
daaabadacccabba,1
dcbbbbabbadaccc,1
adbaddcabdbadac,1
cbbdbcbdabadacb,1
caaaacbdbbadacd,1
ddcbaacacacdaca,0
caaddddaaccbbbd,0
bbbddcccaacbbcb,0
abbdbbbadacabca,1
dcbabacdaaddcba,0
daabbababadacda,1
bcbddbcabadacdd,1
dbcdaabadaccbdc,1
adbadacdbdbcaaa,1
cccdbaaddbdcaab,0
ccbadacacbbaaba,1
accabbadacdbdcd,1
aaadbcbbdbbbcbb,0
cbadacdadbabbba,1
dbacbabdcdbbaab,0
addbadacabaccac,1
ddbadacadadaccb,1
bdbdaddbcdbcdcc,0
cdbabbcaadbccdd,0
bcaadaccacdaadc,0
badacccdaddacdc,1
dbdbabdbcddccaa,0
dddbaaccbcaaddc,0
babcddaadbadacc,1
bbabadcbadacccd,1
cdcabadacaddabc,1
aaaccccabadaccd,1
ddabadacbbaadca,1
daadaacbbaacdac,0
dbcbdabdbbaabac,0
acadbaabcaccaca,0
dbabcddbdbbabad,0
bcbacccdbadacac,1
dabaddcabadddab,0
baccdbbdbadacad,1
bdccdcbbcabadac,1
bbdbadaccccaaad,1
cbccbacdcacacac,0
aadacbbbacacbdb,0
bbaadcccaccabcb,0
abadacbdabcbdca,1
bddcbdbaddcccba,0
bbdabadacdbadcd,1
bdbbdcbaaddbcdc,0
dcdbdcaabadaccb,1
cdbdbbdcbdabddc,0
ccbcaaaccbbdaaa,0
bdbaccacbdcaccc,0
cacabbacaababad,0
ddacbdacdbadacb,1
cacbadabadacabc,1
cdadabaaccadccd,0
bcbbbcbccadcbcd,0
cdaaabdbcbbadac,1
cadcacddbacabbd,0
cbbadcaacabcacd,0
dbccdaabadacbda,1
bcbbadacaabbaba,1
ddaccdbbabadacb,1
bbadacbdcbadbcd,1
caabcbadacadbdb,1
badacddacbdabba,1
bbadacacdaaddca,1
dadddbadacdcadc,1
abcbadacbdcadba,1
bacddccadacbbad,0
aabbbddcabadacb,1
dcddbadaccccdca,1
cdcdadcccadcdab,0
badaccbabcabddb,1
badacdcdbdbdacc,1
acabbccdaaaddab,0
dbbbadacbbbbccb,1
abadacccbadbdbb,1
babcabaaddcdaad,0
dcdabadbcbaabbb,0
bddbbcbcdcbaddd,0
ccbabadacccabad,1
bcdcdbadacdadbd,1
badacddababccba,1
dcdbadacdaacaac,1
bdbadacabdaabca,1
dbaaacbadacbaad,1
baaabdadababbdc,0
abdcadbadacacaa,1
aacccccbacaabbd,0
badacddcbbababd,1
dbccdbcbccbadac,1
ddcaaaddcaddddd,0
dabdaddadbadacb,1
dcccbcdacacbdda,0
baabdcccabcdbba,0
cbadacbacbaacaa,1
dadadbdabadacad,1
abbdcbadaccdadc,1
acbaddbbdabaadb,0
ccdacdddcabdcba,0
bbacaabbacbbcdd,0
ccddbaabadacadc,1
cacdddacadcbbdb,0
cbddddbadacbdda,1
accbbdcacbcaccb,0
cddcadabcbdbacd,0
acaaaacdadbadac,1
dddcdbbbabadacd,1
acadbdbcabbcbbd,0
acdddabadaccbbc,1
bccdddbdddcccdc,0
cbbaadabbbcabad,0
cacccbadacdddcb,1
ddaababcadadadd,0
bbacacdccbbdacc,0
cabddddacadbbca,0
dbbccbadacddddb,1
bacbadacbbadbac,1
cacbadacccadbbd,1
cacbadaccadadcb,1
ccbaaddacdbadac,1
bbbbdabadacbddb,1
bacbcbcbadaccbb,1
baaccbadacccacb,1
dbbcccbdbdadccd,0
cccacaccdddbbbd,0
ddcababbbaacbbb,0
dcbcaccabcadabc,0
aaddbdacbdcdcca,0
addcccdaacadadb,0
aabcccabbadaccc,1
cbdcbbbadacbbca,1
bddbdabcaadaccd,0
dcaabcdabbadacc,1
bbadacbabcaccbc,1
cdadaccbacbabdb,0
bdbdacdbaaddabc,0
bccccdcbacbbcdb,0
badaadaadbccbcb,0
dcacbdbacbcdbda,0
addcdacbdbbaabc,0
adbcabacaddacdd,0
ddbacccabbadaca,1
cdbadaccdaadbdb,1
caaacbadacbcbac,1
cbbbcbbbdaacabd,0
cbbacabcdcacabc,0
cbcbadacaacabad,1
cdbaadcbbadacda,1
dbdcbabbddbdcaa,0
abcbabcbbbbbccd,0
babcadcdacbadac,1
accbadaccaccacd,1
dbdcddcaabbadac,1
dddcbadbddabcca,0
badacccaccabcda,1
dcdbdbadaccbbcb,1
bcaaadbdbbddaad,0
cdcdabbcadcbadb,0
dcddddaaacbbcca,0
bacddaaacacaabb,0
dbcdaadabacaddc,0
cbbbbadacaacccb,1
dcbbcbabcbddadd,0
cccbadaadcbdbcc,0
ccbdccdaccacaad,0
bdabcbcadcdbaab,0
badddacbaaadcbc,0
abdbddabdcbbcad,0
cadabacddcdcaaa,0
ccadbadacabadaa,1
abcabadaccaddab,1
bbbbaaacbbaabcd,0
cdcccbbdcddddcd,0
acbdaddcdccbbdd,0
aababaaadbacdac,0
ddabdcbacbdbcda,0
bcbadacdbdbcbba,1
cdacbddddacaddc,0
bacadcadddddbca,0
dcaabdbbdddbccd,0
dbbdbabbdacbdba,0
bdabbbdadabccca,0
acbdaabadadccba,0
daadcbadacbccba,1
bbcacacbaccabcb,0
badaccbddaccabc,1
cbacbdacabaaddc,0
dacdccbabacbaaa,0
bddcaadbadacbbb,1
bbadacbcbaadcdb,1
cbccdbdaabbacbb,0
adabadacabbbccb,1
acbdabacdcdbccb,0
addcccbdbbdbcda,0
ccbcdaabbadacca,1
acdaddbaabbddcb,0
dddbccdcbadacdc,1
caacaddbadbddcd,0
acaaacdcabdcadc,0
bdadccacccbcadb,0
dbadacdabbddacb,1
acbbcbbddacdaab,0
adadbacbbbbadac,1
ccabdcbdacbacba,0
abdbdaaabbdbcaa,0
dcbadacdadbadad,1
addadacdadcccdc,0
ddddbdabcdcacad,0
dbbadacaacaccdc,1
ddddbcbbbccaccd,0
abdcabadacbbcba,1
bacaabddaabcbdd,0
caacdbbbdabacad,0
bccdbbadacbcdaa,1
dddbddabadacbda,1
abbccbacdaddbad,0
acddbacacccdcad,0
ccacbbbadacbbdc,1
dabbdcdadaddaca,0
bbbadacbaddcacd,1
dcbaacaabccbacc,0
cdabadaccadaacb,1
cdddbcbbcaaadcc,0
daccbdbcbadacbd,1
baddbddbadaccaa,1
bdabadabddacbad,0
dcdbcbbdcdabcab,0
adabdcdcbadaccb,1
dcccabdccbdbddc,0
bbccabadacaacbc,1
bcddddaadacbbcd,0
bdadccabcacccbd,0
abccdbabdaddadd,0
bcdbbacabbadacd,1
bcacdaabadaccba,1
bacdbcacbbadaca,1
abacabaddacabab,0
aaaacdcdcbadacd,1
bbdddccdbadacdc,1
adcabccddbadacb,1
cbcabcaaabccdda,0
baadcadcccbddda,0
cabcccaaaccabad,0
badaccbdaccbbcc,1
dbaaacdcabadacc,1
cdccdaacbadacdd,1
addaabcaaacbdaa,0
ddddaccabbacaab,0
cbacbbbadaccbba,1
ddabdcadabcdcad,0
cccabbdcbbbabbc,0
adabadaccaadaad,1
cacadbadacacddc,1
cacdbbbdcbbccbc,0
baaabdcdccbadad,0
cadadddbbbadacb,1
badacbdbbaaccdc,1
dcbdabcbadacacc,1
dcdccabaaaaadaa,0
aaccdcbadbdbdbb,0
bbdcaaadbcdcddc,0
cbaddbbadacbabc,1
cbadbbabbadacad,1
ababaaabacdcddc,0
dadbcdbcabccddc,0
ddddbbbdbddacdc,0
accbcdcbabadacd,1
badacddbabcabdb,1
bdabbadacccaadc,1
bbadacdbbbbadca,1
cccdbacaaaaccbc,0
abcccdabadacadb,1
acbcbddaccbdbbc,0
addacdcacabadac,1
dbbaadbddbadacd,1
bcaaaccacbcaddd,0
abaaacaddcabbbd,0
bdaacdbbadaccdc,1
bbcdbbbccbadacd,1
adbcaaabdbadacb,1
abcaabcabadacbd,1
dacadcbbaabcbcc,0
dbddcaddbbadaca,1
ddcbadcbcdbcbaa,0
aabadaccaabdcbd,1
ccabbaabdcdbaaa,0
bbbdabbbbcbaaba,0
aaabbcaaaabccda,0
daddcddddabdbbc,0
dcddbbadacacbab,1
bbcddabbcccdccb,0
dabdababbbcccdd,0
abdccbdbcdcdcca,0
dadabddadadaacd,0
dbbdaadddbcddcd,0
cbcbacabcaaacdc,0
bccabcbabccdccc,0
abbacaadadacbdc,0
bcabadacbcaaacd,1
acaddbbcadccdba,0
cdabbaddcbaaaad,0
addaddcbbaadcba,0
badacbcadcadbad,1
acddcaabaaddbbd,0
cbbdcbbadacadaa,1
ccadbdcacddcbbb,0
aaaddbcbbbcccdb,0
acbaaaacadbccbb,0
bdbadacdbcadcbd,1
cbddadbadaccdcb,1
accdacdbbbcbddd,0
acaddaadbdacbdc,0
abbdbdcbadacccb,1
bcabdbadacbcaad,1
aaacacddbdddacb,0
dcddcdbadacbdca,1
bdaccdcacccbdac,0
acdbcbcbbabbadd,0
cdbadacdacdaabc,1
acddccdcbadacbd,1
dbadaccccddcbac,1
bdabadacdcadbdc,1
bdcdbbbdbddcaad,0
daccbadacbaabbb,1
bbadacadcbabbdd,1
cacacbbaccdabcd,0
ccbbbbdcabcbaba,0
bcdcdbabcdaaddd,0
acdcbdcaaabbcac,0
abdccacbbacddad,0
ccbcacdddadabaa,0
abdabddcbbadacd,1
aabbadacaabccab,1
dacacdabdaabdca,0
bbcbadacbdadabd,1
bcaabbabcccadca,0
ccbadacdadabdca,1
aadbdddcabbadac,1
aacaadbdccdcabd,0
abadaccdacdcdcb,1
aabaaddddabadcb,0
aabdaaccadaaaad,0
dcacaacccacddcc,0
cbcccbbbadaccdb,1
bddbbdaaacaadcc,0
dcbadacbcdabbdb,1
cbcacddacdbbbdd,0
cabddbadacbcdbc,1
cbdbdcbdddbadac,1
badacddccacddcb,1
adcbaacbcabdbaa,0
dabdbccabbadacc,1
acaddcaadabdabb,0
ddcbadacacbdbac,1
baaaadbddaadcbd,0
acadbcbbbadacdd,1
bdcdbcacbadaccb,1
cabadacdaadbddd,1
dccadccccddacaa,0
dccbcdabbdcdacc,0
ccdbbdcaaaadbbd,0
ccdbadacddacdbc,1
bcaccbaacbcbbca,0
dbbbcbbabdcbbbd,0
cbbbadacccabbcb,1
dbadacdbddabbbc,1
bbddcbbcbacacdb,0
dcbbdccbbbbbabb,0
cccacabbcbdbaad,0
dbcdccbadacacad,1
bdaacdbacbbcadc,0
accbacbcdbbbbdd,0
abacabcddddadaa,0
badaccaaadaabda,1
badadcabbdcbbac,0
babbdadbaaddaaa,0
dababdabadaccbc,1
abcabcbddabdaca,0
addbcabbbacdbab,0
bbddcbcccaccbcb,0
cbcabddbabbdadb,0
dcbadacaacbacbd,1
daabdbddbdcccbc,0
bdddbbcbbbaacbb,0
dbdbdbdbbdbadca,0
dcaaadbadacbbdb,1
cdbdcbadbcdbbdd,0
dadcdbbadacaaca,1
ccbabadacbaccab,1
ddadbbadacbcaab,1
dbddddbacdbddaa,0
accbadbbcaddbdc,0
aacbbacbadabaac,0
bdacdadbbbbccbd,0
bcbbcbdbaabcadd,0
cacbadacbdaaacc,1
daddbbcdabbadac,1
addabccdbabccca,0
cabadacaddcacdd,1
bdcbaadaccbbbcb,0
cbdbaccadaaabdc,0
acacbbbcdbcccad,0
dbdaccdddcadabb,0
dbdbbdbddddbddd,0
adacdbadacdddaa,1
bdccaccccbbdccc,0
abdacbbccdbadac,1
bcdaabcccbbadac,1
ccccdddaddbadac,1
ddddbadcaabbaca,0
dbbbcbbcaadcdcd,0
bdacdbddacabacc,0
dbdaacdabccbadc,0
bccbbdcdbadacda,1
acacbadacbbacba,1
bbbacccddabadac,1
dadbcbcadbacbbb,0
bbddbbadaccdada,1
cdbadaccccbcbdb,1
ddddcddacbadacb,1
daaacbadacacdbb,1
abcccaadcbdcada,0
bbdabbdcbadaccb,1
ccacbdadbadacab,1
ababaccbcdacabd,0
cdcbbadacdaddaa,1
bbadacbacbaadcb,1
dcabbadcabacbbb,0
badacdabcbbcaad,1
ccdbbbabacbadac,1
adcbdddbcbcaacd,0
baabadccadabdca,0
cbdabbbadacadac,1
addbbcbacdcddbd,0
dcaccadcbbadacc,1
ccbbcdbbbbbadac,1
badbadacdaccdda,1
bdabdddaaaadaaa,0
dcdaaacccbdcdbd,0
dbdbadaabadbaab,0
dcaccbadaccdbdc,1
bdcaaaaddbadaca,1
bdcbcbadacccddc,1
dacbbadacadbcbc,1
bbcaaccaaabaabd,0
dacdbcbbcbbccad,0
cdbcbddbdabadac,1
ababdbbadddacdd,0
dbaaabbadacdcdb,1
bcaabbddbccabad,0
bbadaccddcaadcc,1
bcabadaccaadcad,1
dbbdcbcadbbadac,1
acccbcadacbadcd,0
cbdcaaddaabbdab,0
bcdbddccbdccaca,0
addbdbabadaddcb,0
acababbdccbadac,1
dadddbbadacdadc,1
bcdadaacbadacac,1
ddbcbbadacddabd,1
cadbabcbabdbaab,0
bcdacababcddcbb,0
adbdaacabadacca,1
bcacabbbadcacbd,0
babadacddbbdacb,1
accadcacbbbadac,1
bbccdabdccbcdaa,0
cbbadaabbddabdc,0
cadaabddcddcacc,0
baacaddabadacdc,1
cacdbbcacdbbbbd,0
aaccbcadcbaaddc,0
dadcbbadacbcadb,1
dbcdccabcbcbbcd,0
bbaccddbccaaacb,0
cadccdbadacdddd,1
acbbadacccabacb,1
cbadacbcbbcbbcb,1
caadcdbadacdbba,1
abadacdbbacddbd,1
caadbbdbadacdcc,1
adabadacabccdad,1
cbaddacbbbadacb,1
bdbdbcdbbadacdd,1
cbadacaabaccadc,1
badacbcaabdbbcc,1
dadbababdacbdbd,0
cdcaddcabbddbdc,0
ccdacacbadacdbb,1
cbadaccdacddadc,1
accccdaddbdaada,0
badbcadabaadbab,0
ddbadacdaabadbc,1
addbbadacacaaba,1
aadbccbabacccac,0
babacbdbadacacd,1
dcdaadacbaadadc,0
accdcdacbadacba,1
dbadacdbbdcccba,1
cdbadacdbcdcdba,1
bbaaccbbdddaaad,0
dbccabaaccadadc,0
ccdbbcbcdbcbcda,0
adadadcbdbbadac,1
cdbadacdcaabdda,1
bbabadacbbaadcb,1
bbbcdbadacdccab,1
dbadacdacbacaba,1
dddcdcaacbbbabc,0
cbadacddadcbcca,1
cadbadaccdcabbb,1
abdbcabbdbacbba,0
daddaabadaccddb,1
bcbadaccdadcbcc,1
aacadcaadaadbdd,0
dcadcbdbccbbbba,0
bcbdbadacbcdacd,1
acadcddacadcccc,0
dbadaccdbcdbdbd,1
baaaabdbadacaba,1
abadacccdadbacb,1
ddadbcabcabdbab,0
bcabbcdddcaccaa,0
dbdcbbcccddbddc,0
badacadbbdabbcd,1
abadacaddbcdaab,1
daadabdbadaccba,1
bdbddacaacbaacb,0
ccbadacadacdbdc,1
cbdcbabbcbccaab,0
ddcbadacabbddac,1
cbbdcbadacaaabd,1
ddbdbadacdbdcac,1
cbcacbadacbcbcd,1
dcccadcadcccbbb,0
cbcbbadaccdbacd,1
cdaabcacdccaaaa,0
cadabbbbbcdbdcc,0
dbccbdcdbbbcadc,0
cdbcadcccccdccb,0
ddcccdbdddbccca,0
cbadacacbddddab,1
dbadacccbbbacab,1
aadcbdccadabbcc,0
adacabadacaccaa,1
adcbccadcbadacd,1
cbcbaabcbadadcd,0
ddabbaabadacaaa,1
adaccbadacdbdad,1
abbddacddacbabd,0
dbbadaccabdaada,1
bccabcdacddcaac,0
cbcddcbbcdbadda,0
cbcaacabccacdca,0
bbbbaabddbaacab,0
dacaddbdbcbcdbb,0
bbdcdbbabcbcdbb,0
dabadacdcabcbad,1
badacdabccdabcb,1
dbcbadacbcdcdab,1
dcbbadaccbcbcda,1
cbdcacbbbbadaca,1
adcbadacdcbcbba,1
dddcaacdaddadac,0
dccbbabddcdddda,0
acdbdcbbcabacdb,0
badacbdadbdbbab,1
daaaabbccabdccd,0
badadbadacdaadc,1
babadacdcadddad,1
dcdaaadbadacadd,1
ddcbdbcabadaaab,0
bddbbbadacaadcc,1
cccabcddccadcab,0
dcdcdbaabadaccc,1
ccbabaababadacb,1
caacaddaddbadac,1
bddadbdccbadacb,1
badacabcdbaddbd,1
ccabdbbacbcadda,0
abbbdddbbcdccbc,0
dbbcdbcbacbdadb,0
dabbadaccadbaac,1
bcbdddcbbadacba,1
cdaacbadaccdaab,1
dbadacbbdbaaacb,1
bacbbadbadcacdc,0
acadbdbcaaabcbb,0
badacdbdccacdbd,1
dadbabbadacdbaa,1
abbdabbcaaadadc,0
bbdbcbcdbaadcad,0
cacbabddccbcbda,0
bbadcdaccbdabcd,0
acbcdbacdabbdbb,0
cbbcaabddbbadca,0
dccbacdbcaaacdd,0
bcbadacbddadbab,1
bdbacdbcbbadacc,1
cadcadbabbdbaaa,0
baacbaabcccbdcb,0
cdadbabbbbdadba,0
bbcbccababccccd,0
bdaccabddabadcb,0
abbdbdcacdabdcc,0
cabcdbadacdcccb,1
cbcbbddabddbcdd,0
abadacbbdcdbaad,1
bbddccdbbdcaddc,0
badacdccccbbbdd,1
cdaccbcaccabcca,0
cbbadbadacdbaac,1
cdaacacaccbdadd,0
cbaabbdddbdbcac,0
dbbcbadaccdbcbd,1
dcbcdaaaadabdac,0
dbdbadacbcabacc,1
aabdbcdabdcbddd,0
cbbdcdddddacada,0
bcbcbadacacadad,1
badacadaabadada,1
dabacabaaaadcaa,0
badacabadccbdba,1
abcdacacdcbdaba,0
cbdcbbbadacadba,1
abadcdddacdcccd,0
bdbdbacbadaccdd,1
cdabdbadacdaccd,1
cbddbcdaddcaabc,0
caabadacaaddbbd,1
cdbdabbadacddac,1
bbdcbdadddababa,0
dadcabdcdabadac,1
dccadaddbadacbc,1
acccbcaabadacad,1
cadbbdccddbabaa,0
ccadcddcbbadacc,1
dbcbadacdacbacc,1
acaaccbcdbadadc,0
cadcbdbadacddcc,1
bbadacdcbddccbb,1
cbdacddaabdadcc,0
dbadaccababcacd,1
dcabadacacbdddc,1
dbddbcdddbcbdda,0
ccaacacccaaadbc,0
bcdbdabcacdacdb,0
baabbcabbadacbc,1
babadaccadcbcbb,1
dabbabbbdcadbaa,0
cbcccaadbadcbaa,0
aaabbdbdddcddba,0
cbadaccabbbccaa,1
bcbbadadbbbadac,1
abddbdacbbadacb,1
addbdbbadacadbc,1
bbbadacbcdabcac,1
dddbadacbbaddbd,1
aacabbabaabcbaa,0
adbacbcdccabbac,0
cabadacbcaabddd,1
cdbdaabcbdcbbcd,0
ddadbadcbccabbd,0
dcadddddbcabbaa,0
dcacdaababaddbd,0
dbbdbaadbcbbbac,0
ccddcdacbbdabcd,0
ddcbdcadabcadcc,0
cbddaabbadacdca,1
cadcbabaaaadcdc,0
acadadbadacadab,1
cbcbcadabaadaaa,0
ddcbbccbadacbcb,1
dacaaabadacabbd,1
aababbdbadacbbb,1
daadcbadacbaaca,1
dbadccabbadcaca,0
dbacdbbabdbccda,0
dbbadacdcbdadca,1
badacdbaabddcbb,1
adacdbdaddadcba,0
abdbddaaccbaacb,0
cbcddbbadacdaac,1
aacbacdcadbcddc,0
aacbaabadaccdbc,1
abadacccbdadbad,1
bbbabdccdaccddb,0
caadddbbbcbdbab,0
acdbcbcaacabdac,0
bdcacbdbadacaab,1
cadacbbabbadacc,1
abbbbacddcaccdb,0
bddaabdcdaaacdc,0
bcdcbdacbadacbb,1
ccbacaaddcbadac,1
ddbaacbccaabadd,0
abdcbadacabaddd,1
bdacdcdbdadbbbd,0
badaccaaccbcbad,1
adadcccabadacdb,1
cbbbadacaadacbd,1
dbadacbaccbabdb,1
bbddddabbbbadac,1
dccaddbadacdbbd,1
baaccddbadacbaa,1
dddbbcddbadacaa,1
addadbcabdbddac,0
bacabbbcbadaddd,0
ccaaabbbdcbbdcc,0
acbcabbcbbabbca,0
bacaaaabadacdbb,1
badabbcbadaccbc,1
addcddbbdabadac,1
babcbcbcbacbcca,0
badacbbcabdcaba,1
adbcbbabaddcddd,0
cbddbcabadacbdd,1
cbcabbacbbabdbd,0
bcbccdbbaabadac,1
cccadcbcbdacccc,0
abcaadcbdadcadd,0
dccbaddbbadacca,1
dbdabccdbabcccd,0
dbcbadacccbacda,1
aadcabbbadaccbc,1
abdbdbccabadccc,0
adabbbadacbcdbc,1
cccbdbbcccbdcbd,0
aaababbdcbddbab,0
abdabacdbadacca,1
cbbbcbadacbacdc,1
bbacbdcadadbbcc,0
dadbbbdbadacacd,1
badacdacbaaaaad,1
adbdcbadadababd,0
dbacdbcadcaadcc,0
acbadacdddcbbba,1
cdbabadaaabacad,0
ccbaacaadbbcacd,0
adbbdaaaabacbbc,0
dadbbdaccbacddb,0
daacbcccbbabddd,0
dbababbccbbdbca,0
ccaddddcddbadac,1
dadadddbccdacba,0
acddbbadadacbad,0
babcbaccababdaa,0
bbabaaaddaddadd,0
cdbacdbcabacccc,0
cbadacdaadbabad,1
cabcbbccdcbcbdb,0
cabbaccadbadbbb,0
ccddcbadacddacb,1
cabbdcbbccabcab,0
badacdbabdabccb,1
cbbadacacacaccd,1
ccabbccbadacddb,1
dacbdbdbacccaca,0
bdbdaadbadacddb,1
dbdddbbabddbcca,0
cccdbababcccbda,0
badacddaaabccab,1
aadcbadacabbcaa,1
cbbbaadcbadacca,1
abadacbacdbbccc,1
aabdcaddcbadacc,1
aadaadaabcbaadc,0
cbadacaaabdacab,1
abaccbacacbadac,1
abcbcacdbccbcaa,0
cabadacbbaadbba,1
badaccccabbadad,1
ddbcbbabadacdcd,1
bbbadaccccdcbdc,1
cbaacccbdddddcb,0
dbadacababadada,1
adcccbcbdcdbddb,0
dbbbbaddbdccbbc,0
bdabababbcbbcca,0
cbbccbadacabdbc,1
caaaaaabddbbcba,0
cdcaccacddbaacc,0
cbabadaccabaabb,1
adadccbadaccadc,1
acdccbbadacdbda,1
aaaddcbacabadac,1
aacaccacdacbbdb,0
cccbcbdbacbaabb,0
cacbcccdbadacda,1
bcbbcddcccdbddd,0
cbadacadbdbacdb,1
aacddbcdaabadac,1
dcdcdaddaabccab,0
babbaddbdbadacd,1
cbcbadbadacaada,1
acdbbbaddcdbaca,0
abaccadcdbcbbac,0
dbcbcacdcaadbad,0
addddbabadbabba,0
abadacadcddacda,1
cbccabdddabcbcc,0
babadacabdaadba,1
dacaaccabacbdbb,0
cddbadacbdcdbdd,1
dbcadccbadacdaa,1
bcbcddaaabcadca,0
dbccadbdddddadc,0
cbbadaccbabbcaa,1
bdcdcbbcddbbaad,0
bbdbadaccadaddc,1
aaccbbbbdabadac,1
dbacbadacbbbbbb,1
cdbdbbbdddcbaab,0
cdbdbdaadcccbab,0
cdcbabaddabadac,1
acbbcabbababcda,0
bcbddadbabadacb,1
ccaddadbbdabbaa,0
acbccdacdcbaabb,0
abdddcbbcbadacb,1
badaccadbcabadd,1
bccabbbbdacabad,0
bcdbbbcbaaccddd,0
aabdbbbadacbaca,1
dcdcdcbbbdaadcc,0
caacbadabadacbd,1
cccbdaabadacdba,1
abbccdccccdabcb,0
bcdddaadccccacb,0
acaddbcdcccbbcb,0
bbcdbbaadccbcdb,0
bcdacabddcacdad,0
ccccaacdabadaca,1
dcbaadddbadacca,1
acddccbcdcdccdd,0
bcadbaaccbacdac,0
cadbadacdccaabd,1
ddddbbdcaaaabcc,0
caccdadbadacabb,1
badacbddabbaabb,1
cdbadacbcbabdbb,1
cadaabbdacdcadc,0
badaccaacbdbacd,1
cacbaccbadacdaa,1
bbbddbcbadacbdb,1
dbbcabcabbbbdcd,0
cbbccbabccadacb,0
badacdcacbcacda,1
aadadaabadaccca,1
dbdccbbddccbcca,0
babdacbbadaccab,1
bcdbbbadacdacbd,1
bdbddbdbcacaada,0
bbdbcaabaddbaba,0
dacaaccdbaababb,0
cdcbadacbbdbaac,1
abdbbcbadbccacb,0
badacdddbdddbcc,1
caabcccabbaaabd,0
ddddcccdddacabd,0
cabaddcabdabbcc,0
cdcadbcdadcaaca,0
adbabcbaccdacab,0
dbabccdcabbbcda,0
aaabaddadbadadd,0
bbcdabacabbcaba,0
bcacdbbbadacbcc,1
cadaaacaddabada,0
addcccccbacabdd,0
caaddadbabbcdcd,0
cbcdbccdabdaaaa,0
bbabdbbadacbbab,1
bcdbacddcbdcbbb,0
daadcadcddbadac,1
baaaaacacbcadcb,0
cdcbbadacbaabca,1
cddadaacbcacbad,0
ddabdbabadacdca,1
abdbacbdacdbadd,0
dbcdcbadacacaaa,1
abdacdbadacbaac,1
dabcddccaccaaba,0
bccbadacccdccca,1
dababddccbcdabb,0
caddadbadacbddc,1
bbadacdcbccdabd,1
bbadacdccbacdda,1
bbbbbadabdabdbd,0
bdabdaddaddbbba,0
acdbacdccdaadad,0
dccaacbdbabadbb,0
cdbcaadbdcccadc,0
ccdbadacdacacda,1
bbadacabcaaccdd,1
baaabadacaccdab,1
bbbabdddcccbbda,0
cbacbddabadacad,1
adabacdbbbcabdd,0
caaddbcacbaaabc,0
adbadacaadacada,1
babacdbddaddacc,0
ddcbdbaadabadac,1
daddccdbadacada,1
ccbadbbbabbadac,1
acbdccdabbbccca,0
cdadcabbdbcacac,0
cadbbcbadacbacb,1
